PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33
-20.44037,-0.84906316,9.09596,2.2885756,-3.6707494,6.655635,4.9553604,-23.677986,2.8807764,-3.4082148,5.9948215,-4.602094,-5.288465,-3.3529928,2.0897498,-4.0378213,-1.348405,1.0822343,0.65103006,2.0931141,-1.1241455,2.912987,1.3518109,1.4585855,-2.0504882,-0.32965854,-0.7740794,-2.2649498,-4.85545,-3.4563866,0.6557717,2.2166827,-3.6743186
-16.491098,-0.43823785,6.1492085,1.3582139,2.0854597,0.46442488,0.7866784,-1.5393002,-0.19142039,1.368071,-1.2347504,0.24101329,0.06301183,0.9981223,0.88481665,-0.3428653,0.24549653,0.37141868,-0.31520522,1.0895454,-0.86472213,-0.19163485,0.46574867,0.41348684,0.11415963,0.3073742,0.2437178,-1.060461,-2.1610124,0.19259802,0.5680057,3.0942523,-1.3794037
-23.325422,-1.028717,6.3076134,-2.318608,-29.882452,-2.1202018,-2.74537,3.7488089,4.211101,-12.58042,2.178664,1.1502036,1.4419044,-2.021932,-14.197568,-1.8475151,0.41056103,-3.5646935,2.7217553,-0.92536026,9.152855,6.953044,-3.379814,-3.4144068,3.8458617,-2.0422316,-4.012964,10.658531,18.029207,-5.054839,-2.1279035,57.769554,-1.3859377
-27.183184,-1.232068,9.040486,3.6265268,-20.535257,7.3485894,7.0605884,-29.485624,5.946745,-10.65723,9.529819,-4.5577216,-7.2516437,-4.5456104,-4.201773,-5.795681,-1.3059298,0.8748669,2.583724,1.7200497,2.635247,5.8984747,0.22540529,1.3571314,-1.0997077,-0.76113826,-2.9188921,0.9343072,1.1238405,-6.2736197,0.19678946,24.352787,-4.2576127
-21.65638,-0.80852,6.0232596,-0.96903527,-21.020632,1.010104,-0.85065025,-9.860149,3.1273906,-9.50359,2.0340056,-1.6235073,-2.610799,-2.3264399,-7.9939203,-3.022713,-0.3646985,-1.7650285,1.6494685,0.08185887,4.317641,4.7093825,-1.3874083,-1.4959366,1.4196868,-1.1550893,-3.041365,4.6620283,7.669033,-3.9144833,-1.1637055,33.066864,-3.3822966
-22.889336,-0.5748838,6.271431,3.2388282,-10.623656,5.521023,3.8044143,-18.369335,3.7480967,-6.1161127,4.809107,-3.53599,-5.0835905,-3.1108553,-2.0817266,-3.638465,-0.7285449,0.2718423,1.3409446,1.4434314,0.32900485,3.9900546,0.5944634,1.4639018,-0.86234283,-0.09035949,-1.3450384,0.20294532,0.015760437,-3.804393,0.38442692,12.711679,-4.0939555
-20.888474,-1.7679589,10.093553,0.896646,0.22550629,0.3943908,0.44349808,-3.576895,0.51227003,-0.49243113,0.5405566,-0.6665516,-0.17346449,-0.59091717,1.0988429,-0.27673516,0.19388297,0.4484248,-0.29704347,1.4108987,-0.70975536,1.1205825,0.529082,0.6847526,-0.1390356,0.10653714,0.6662339,-0.7505137,-1.5480351,0.5205009,-0.033575214,3.2441752,-1.832896
-25.207977,-3.4249876,2.086329,-1.4349545,-17.903145,-0.0006201174,-1.4207813,-9.747829,2.3038101,-7.9490223,1.907424,-1.1438749,-2.9130979,-2.6435063,-7.2188234,-3.2822173,-0.4445216,-1.615422,1.1543299,-0.12998173,2.8615024,3.0471745,-1.250485,-1.8715808,0.44748917,-1.035717,-2.6031275,2.5425112,5.5395036,-3.8793712,-1.1218954,22.676365,-3.5524263
-23.815435,-1.3948752,6.4030347,1.1271776,-4.443821,1.3956926,0.94724935,-9.004465,1.2043676,-3.7154992,1.0861351,-1.0800084,-1.6196893,-0.69882226,-1.5760671,-1.7536747,-0.36159924,0.21598405,0.22859554,1.297713,-0.017220046,1.4936218,0.17864762,-0.056209527,-0.7012217,-0.120857224,-0.29623023,-1.4530412,-1.847468,-1.9035553,-0.055513825,10.212719,-3.0821517
-25.362177,-1.8504679,9.161009,3.281241,-22.523846,5.9299693,2.5997298,-25.534212,5.254683,-9.39849,6.2290344,-3.3675427,-4.6909046,-4.9355364,-6.2349205,-4.645935,-1.2178955,-0.6703728,2.6486106,1.5714359,3.171215,5.9056816,-0.023604684,0.045130126,0.36502525,-1.1923317,-2.7668078,2.8312488,4.2385545,-5.8153853,-1.1094524,24.382874,-4.664048
-18.391277,-1.3727361,10.269087,2.5918918,-3.9043314,4.846333,3.2252147,-9.688935,2.9872422,-3.3123603,5.8517857,-0.94600743,-1.456325,-1.2065558,-1.5745771,-2.5887733,-0.072835915,1.1041784,1.2268107,1.6197939,1.2176791,3.7475686,0.901849,1.6073123,0.29436186,-0.07660329,-0.77457803,0.8736283,0.6383949,-2.3152676,0.6236561,17.844423,-2.0953739
-29.253954,-0.28569376,11.575925,1.935352,-16.19879,5.348752,5.3051815,-18.44984,4.284215,-6.845521,6.7829547,-2.2826006,-3.5540185,-3.4581716,-2.4912932,-2.9431999,-0.6105809,0.7503418,1.51327,1.3271616,2.0687351,4.7986703,0.43250307,0.8715959,-0.87402606,-0.35148302,-1.9357606,1.5766717,1.0521663,-3.2545815,0.21244691,20.632717,-3.5485067
-25.087543,-0.97483313,10.268217,1.8040333,-14.397826,7.7975993,6.006767,-27.395323,5.314126,-8.436086,8.463494,-3.9199321,-6.326149,-4.5229726,-3.646929,-5.5170517,-1.0930015,0.96477365,2.0377073,1.6422951,1.6725805,5.984832,0.45046353,1.1738719,-0.8481454,-0.63986737,-2.643769,1.0839261,0.60830617,-5.616792,0.65710855,18.570127,-4.319001
-26.375395,-1.8737314,6.137518,-0.6977622,-19.056286,6.527181,3.5420716,-22.871796,4.764254,-8.830364,7.0699863,-3.4377882,-5.6762176,-4.2590294,-5.1634526,-4.7363167,-1.3787439,-0.23705934,1.9095448,1.3663523,2.7272696,5.807298,0.16418846,0.6719455,0.021954995,-1.0398462,-2.5882072,1.4505024,2.5003395,-6.4497623,-0.34514877,21.967663,-5.0114527
-22.710546,-2.3454854,6.177415,-5.489767,-28.833565,-3.8072426,-2.9536989,-1.5396314,2.555419,-12.523691,0.56950325,0.7837625,0.4551684,-2.5531704,-13.4257,-2.0424273,-0.13511238,-3.4025207,1.3985196,-1.2237065,6.4140983,5.9992504,-3.3167932,-3.1723971,2.7253902,-1.9788681,-4.1162367,8.182969,12.580978,-4.5372367,-2.2129545,47.385918,-1.6600655
-20.013695,0.27540943,7.481567,2.5624216,-6.0198617,3.4362752,3.0625122,-6.397138,2.2851753,-3.6407545,3.8577871,-1.0765555,-2.1427763,-1.6480196,-0.5668072,-1.9179212,-0.11815137,0.5644507,0.71417403,1.2192082,0.5989335,2.8301659,0.4120847,0.5833135,-0.29591125,-0.3165359,-1.0032021,0.37198263,0.24524754,-1.6780841,0.9316717,13.365585,-1.9785953
-21.635227,-0.13955876,11.915726,1.0304416,-15.269737,3.6506848,2.5070043,-15.967903,4.0399513,-7.400112,4.658023,-1.6091971,-2.7464921,-2.587272,-4.2462397,-2.7792666,-0.29285294,0.097440474,1.6768552,1.2487837,2.3511798,5.3437166,-0.4625431,0.5204633,0.677912,-0.6051006,-1.8590139,2.456124,3.930574,-2.894295,-0.0431917,22.954895,-2.8438463
-16.9317,-1.548158,4.4557743,0.88384914,-8.685218,0.6880123,0.9881814,-5.6995564,2.0141287,-4.688598,2.493677,-0.2965773,-1.4818951,-1.3915871,-4.344951,-2.547354,-0.25725314,-0.2910834,0.67217684,0.39214063,1.5653726,2.982184,-0.3453489,-0.604662,0.28177837,-0.5530028,-1.5351241,1.3009154,2.1622725,-2.4612255,0.15427636,17.59882,-1.9011594
-28.71863,-0.9861117,6.0145755,-0.7221268,-18.294088,-1.5862035,-1.0582817,1.2579964,1.5706238,-7.0730014,0.10724596,0.2899533,0.0014824743,-1.1184583,-8.276217,-1.2104894,0.42891863,-2.3713298,1.0010884,-0.24155763,3.9495628,3.5378072,-1.909586,-1.4945391,1.7531034,-0.9422331,-2.593067,4.6986256,7.0269637,-2.54408,-1.4307982,33.302658,-2.421449
-22.84421,-1.7941482,7.821123,1.2143137,-8.947771,1.9264115,1.5128362,-5.617329,1.3498402,-4.7593865,1.4237033,-0.14609087,-1.4413675,-1.0355787,-2.0282993,-1.513352,-0.2677518,0.21669154,0.62186694,1.1170397,0.43217158,1.9217726,-0.023409568,0.38783023,-0.010049553,-0.52375287,-0.92973495,-0.28505012,-0.7534413,-1.6691192,-0.026153278,12.835823,-2.5191462
-35.71078,2.3486285,8.26511,7.587921,-36.485455,5.2490773,4.036453,-21.031597,8.417075,-14.225779,10.968541,-2.4994102,-4.0133224,-4.343736,-13.002482,-5.2145267,-0.47935498,-2.6166914,4.270294,0.6712773,9.406134,10.056295,-2.1167066,-2.737924,1.7827191,-1.5111308,-5.307616,9.413007,14.010129,-7.8950696,-0.6602826,59.384132,-4.600181
-20.948265,-0.254412,6.3761106,3.3375504,1.0065593,1.4731343,1.5388584,-6.413391,0.63525426,-0.42728674,0.7100696,-1.7043877,-1.060653,-0.1444071,2.529323,-0.34021747,0.22198911,0.8962118,-0.0566795,1.2957337,-1.0394399,0.118691124,0.7377077,0.8477501,-0.864423,0.45786667,0.30413997,-1.3946741,-2.3710103,0.3077662,0.6883644,6.194803,-2.3095846
-13.214414,2.0312822,8.011281,2.9240286,6.633629,0.9752995,1.8845452,-2.4434001,0.03721602,3.0838418,-0.33127007,-0.15197985,0.22374284,0.97207344,2.1751153,0.011072494,0.33790448,0.6929828,-0.6388651,1.1960729,-1.7076074,0.19713277,1.0751745,0.96713495,-0.038159307,0.76520336,0.6173717,-1.444897,-3.3504457,1.0831246,1.639833,1.826178,-1.2322761
-20.840536,-1.9016429,8.547691,1.7534199,-5.475668,6.6567683,4.6121945,-17.155966,3.722156,-3.9249852,7.2070007,-3.3799708,-4.6713157,-2.9275744,-0.31895968,-3.7763433,-0.5335809,1.254685,1.0924067,1.7507708,-0.24293178,3.423659,1.2452025,1.8167636,-0.97033626,-0.165935,-0.9729558,-0.7475871,-1.567438,-3.434373,0.66115063,10.407228,-3.3699284
-17.158728,2.1962626,10.856156,2.4649749,7.332367,6.2380304,4.7607827,-15.180617,2.195795,2.5716386,4.742388,-3.7323632,-3.5099359,-1.379818,5.2809653,-2.2212975,-0.6230516,1.8157562,0.048320808,2.0989943,-1.7885766,0.841064,2.3647244,1.420308,-1.6873244,0.8422924,0.90841067,-3.0494225,-5.025936,-0.87571526,2.2188458,-3.1867812,-2.6477253
-17.500555,-1.5008415,4.5954795,1.2070159,-8.146313,3.9458225,2.455691,-13.219692,2.2681532,-4.255949,4.2532797,-1.7698609,-3.0976963,-1.8695643,-1.6386347,-2.7232316,-0.7108954,0.51386255,0.9663846,1.0036664,0.579877,2.5914156,0.37148267,0.727467,-0.4692523,-0.3337488,-1.2353873,-0.14066355,-0.783029,-3.239286,0.32484794,10.8535385,-3.1033697
-21.816584,-2.3835182,7.452779,2.2246964,-15.054203,3.3417172,2.0877802,-18.59258,3.3550363,-8.708235,4.449296,-3.2621734,-4.5114155,-3.184045,-4.329931,-4.315602,-1.1566373,-0.22420861,1.3440701,1.1486903,1.4872594,3.8709028,-0.39288703,-0.34717727,-0.7529562,-0.9600193,-2.1868272,1.1467216,1.106831,-4.313478,-0.8499727,18.187757,-3.7633617
-21.249332,-1.0597799,6.1652412,-0.3512177,-17.579897,3.607525,0.86679393,-16.159,3.88878,-9.028451,5.4025674,-2.5469828,-3.859777,-3.1952293,-7.281209,-3.5807996,-0.7114943,-0.7385125,1.8605756,0.8598023,3.1413429,4.92033,-0.60922843,-0.89456207,0.3656145,-1.0435268,-2.224994,2.7831109,4.8827515,-5.0255146,-0.4667507,27.569826,-3.8139627
-23.83847,-2.5166657,8.06211,0.3243219,-25.864758,5.4838433,3.2934437,-25.452248,5.2894964,-12.705098,6.29543,-4.3986535,-6.4997735,-5.0243697,-7.6211586,-6.239182,-1.5169425,-0.87661636,2.420463,0.5796414,3.8301544,5.273926,-0.5982144,-1.216844,-0.4255204,-1.6643963,-3.937072,3.3630052,4.8491306,-6.4866934,-1.2485667,27.453829,-4.438981
-22.810907,-3.0163326,5.9539537,-0.58564645,-14.125424,1.3148743,1.6731373,-12.59877,2.229144,-6.939328,2.5554192,-1.7174826,-3.4253395,-2.4812956,-4.725974,-3.0551786,-0.90305626,-0.6429482,0.79487187,0.7249421,1.0713292,3.5139399,-0.5193374,-0.08635564,-0.47718117,-0.8299871,-1.7758182,1.2203047,0.88418156,-3.8302965,-0.6881835,18.85432,-3.331317
-23.982117,-0.9352583,8.321231,-0.14352629,-16.673367,-1.8592559,-1.4529152,-8.152549,1.3578442,-7.276001,0.62883866,-0.6546388,-1.5213417,-1.7081095,-6.020819,-1.9003395,-0.1712652,-1.6636877,0.6635942,-0.27933094,2.1172633,2.3328292,-1.5952996,-1.9986755,0.15375425,-1.2252352,-2.5971832,2.5752187,3.2788455,-2.8278675,-0.90775466,20.426527,-3.2404685
-22.987005,-2.1967382,6.2274504,0.6420138,-19.632858,1.1613828,0.13322079,-11.359297,3.0482178,-8.170246,2.9075258,-1.01481,-2.7959607,-2.6180522,-7.5100627,-3.1045687,-0.46875787,-1.242781,1.3929745,0.36836046,2.8955073,3.633954,-1.2095929,-1.6553279,0.92385536,-1.2181566,-2.6446276,2.8251662,4.8839993,-4.121799,-1.1761518,25.508299,-3.420536
-19.851576,-1.9587164,7.674083,1.0410856,-8.638921,0.6011097,0.095371634,-10.251868,1.4193283,-5.452201,0.6069241,-2.0847118,-2.4590309,-2.0009682,-2.4371178,-2.4377034,-0.5445654,-0.35859802,0.25423756,0.5916162,-0.12769476,2.0729213,-0.36153692,0.21525809,-0.22696443,-0.4014826,-1.4347458,0.3041942,0.032773327,-2.465166,-0.31335694,9.714351,-2.7192543
-25.385433,-2.6291654,4.91654,-0.5540466,-5.0475607,0.7771532,0.16195333,-7.5166197,0.3604539,-3.9950778,0.6380121,-1.9976159,-2.329841,-1.454815,-1.7995981,-2.0482492,-0.5425837,-0.41888326,-0.032663263,0.9218209,-0.29181084,0.67010975,-0.25134182,-0.22790107,-0.973095,-0.36892095,-0.8663525,-1.5149311,-1.8685693,-1.2909373,-0.50490564,7.1127625,-2.8888514
-25.602345,0.23221059,2.7990117,-0.3668168,-7.442533,2.3647614,1.521956,-10.744898,1.4967757,-4.5477004,2.3007562,-2.9687965,-4.0428567,-2.5750253,-0.5601643,-2.3118653,-0.14757198,0.079737626,-0.08448188,0.7780876,-0.81430256,1.4118081,0.341134,0.38086137,-1.5551393,-0.48244777,-1.1413385,-1.7161413,-2.1800723,-2.6231809,0.59317833,5.367511,-3.7189965
-19.572659,-5.060077,6.9278483,-0.983948,-20.95722,1.3481866,0.7224951,-10.329308,3.3409789,-9.640838,3.6104593,-0.5307629,-1.3354006,-2.3601053,-7.625534,-2.7139807,-0.7070839,-1.150077,1.8483572,0.45284462,3.7286127,4.857413,-1.1571828,-1.0265917,1.1806046,-1.1502597,-2.6241763,4.157937,6.2541504,-3.6285474,-1.766858,33.033726,-2.6049986
-21.297277,-1.0591888,9.038666,3.656999,-4.3816733,0.6349775,0.5545477,-5.9806795,1.6938227,-3.1419077,1.2825346,-0.75260645,-0.3104123,-0.5536306,-1.2379427,-1.7574373,0.07404682,0.10860017,0.6108471,1.1135966,1.4754841,1.8648744,0.29969162,0.5010345,0.30368534,-0.23507176,-0.5191459,0.21953532,0.5854969,-0.61562866,-0.43343806,13.728725,-2.287809
-16.90316,-2.3142753,5.4561853,1.7765217,-4.5961866,0.72062355,0.7318027,-5.6724935,1.3118591,-2.276248,0.9247503,-0.54839784,-0.65044093,-0.57373506,-1.2608725,-1.2123624,-0.10430926,0.41090253,0.8257662,1.0077461,-0.10054139,1.1685686,0.22669613,0.36012948,0.106634736,0.052105427,-0.27748096,0.07539115,0.439077,-0.9619197,0.04589827,11.121654,-1.9992069
-23.904556,-0.88470775,9.37845,4.7835045,-5.5142426,3.4739478,4.112559,-11.187867,2.2237775,-3.3115263,3.3509622,-1.4999431,-2.2993803,-1.0536352,-1.1364499,-2.5064666,-0.44383976,0.56955135,0.7418348,1.4269801,0.16301507,2.5988839,0.52862924,0.6388855,-0.8478199,-0.03921983,-0.9061312,-0.13462728,-1.9749844,-2.3086991,0.36301762,10.327213,-3.1388206
-23.063625,-2.614529,5.80588,0.97540784,-12.960889,3.3413622,1.9829167,-15.575627,2.269265,-7.2280755,2.134035,-3.071205,-4.3240237,-3.0249026,-3.0578506,-3.221867,-1.030938,-0.5121698,0.62323594,0.8718696,0.7624291,2.420149,-0.21209775,-0.48492086,-0.8732789,-0.7426617,-1.9645549,-0.18802337,-1.246809,-3.4963248,-0.88189214,12.756023,-3.9926023
-26.269466,-1.6346637,5.768717,1.786014,-14.038254,3.5395064,2.2863214,-14.192617,2.918153,-6.238607,3.9601264,-2.9326756,-4.7638426,-2.4421358,-2.5316856,-2.8522112,-1.0581666,-0.32076117,1.126347,0.8404399,1.2393125,2.6051464,-0.01669936,-0.057084,-0.9756511,-0.5471285,-1.4889752,-0.39321515,0.32460463,-4.446911,0.038147073,13.876657,-4.083969
-33.46357,-2.2869077,4.393524,1.4541501,-24.369768,2.6533148,0.41711092,-20.03064,4.381968,-12.135141,4.561042,-3.055494,-4.561638,-3.6847086,-9.8967085,-4.748739,-1.06983,-2.1229403,2.7232304,0.62598693,4.7989364,4.970438,-1.6038808,-1.5586748,-0.008464334,-1.2473212,-3.5905805,4.027058,6.768833,-6.4334383,-1.6964289,37.40133,-5.1731014
-18.61949,0.82896227,5.457891,4.518109,-0.5196721,4.2605276,4.043012,-12.016162,2.3342543,-0.44898954,3.7124467,-1.9166079,-1.786633,-0.9238873,1.324805,-1.9120226,-0.14162698,1.5364032,0.609592,1.6870643,-0.46264133,2.4719887,0.8839884,1.2785892,-0.87526333,0.42326498,-0.3217258,-0.5605771,-2.1596491,-1.3933698,1.4166682,9.141342,-2.746832
-18.636728,0.97936803,9.279584,0.7673391,0.6199371,-3.192896,-1.0973395,4.7758408,-0.6578252,0.6504799,-2.154541,1.1532435,1.2950884,0.8972055,0.08325277,1.2535264,0.7562118,-0.42304754,-0.20121142,0.6723071,0.049546935,0.29144934,0.04115436,-0.45975757,0.6887064,0.30193368,0.67591023,0.73704016,1.6069155,2.2793996,0.82120883,8.78028,-0.69206804
-15.146282,3.65079,10.298609,3.591641,-10.522331,3.654337,3.6958518,-9.276055,3.7332287,-3.9715278,4.4323435,-1.2282915,-1.4343723,-1.2607119,-3.1064634,-2.0691593,0.20758903,-0.08079648,1.7513504,1.1066263,2.9076226,4.2034407,-0.26796332,0.39572152,1.492337,-0.40769097,-1.8796567,3.0964832,3.9518602,-3.1814055,1.3077384,24.41623,-1.5442418
-20.856827,0.72205174,7.6544914,5.3076596,-10.842805,8.852289,6.897236,-31.493807,5.164951,-6.031018,7.692089,-5.2893867,-7.4452853,-4.8197813,0.21676259,-5.4195085,-1.3972166,1.1634297,1.371252,2.052123,0.2796127,4.554125,1.4313754,1.166996,-1.973372,-0.23945941,-1.9024172,-1.3247203,-3.1853507,-5.24462,1.4232175,6.4922457,-4.578025
-19.085567,-0.8182823,8.442664,-0.8014001,-19.716993,-0.33867502,-0.5449426,-4.01205,3.3808813,-8.735286,2.997051,0.07001878,-1.1147282,-2.3127859,-7.7479696,-1.5445213,0.45404217,-1.4613541,1.6510155,0.0038752872,3.57018,5.1001124,-1.8373705,-1.1358691,1.9822764,-1.2704378,-2.2037303,4.5102997,8.636492,-3.6099546,-0.1503695,33.028732,-1.8619123
-20.431805,-1.3440529,7.6945887,2.2987983,-2.834322,-2.4545557,-0.59703445,1.3540075,-0.2568211,-1.0994034,-0.21254542,0.1787891,0.6044707,0.3593388,-1.8042046,0.23747215,0.33377275,-0.5423869,-0.17007594,0.41661498,0.16571309,1.1408916,-0.7861751,-0.026121505,0.3589784,0.16235122,-0.27193972,0.98305285,0.8801579,0.14420511,-0.07873119,11.432235,-1.0386881
-16.393204,-1.0235655,8.110018,0.891544,-5.2288923,1.3472626,1.3998573,-7.509861,0.7147952,-2.6364217,0.35236478,-1.2060547,-1.6921455,-1.2735852,-0.35556147,-1.611162,-0.37955204,0.3562646,0.07657817,0.8468263,-0.53961027,1.4552768,0.2433844,0.48929244,-0.13733645,-0.30367237,-1.0497863,-0.6897825,-1.9356592,-0.73908365,0.05459411,4.2089343,-2.1432312
-22.070961,-1.4917583,5.4006906,2.613204,-10.166273,5.0368233,3.141926,-18.849094,3.2161617,-5.9780383,5.65164,-3.3950598,-4.8724656,-3.3504736,-2.2364736,-3.9710119,-0.8465866,0.3748161,0.70155627,0.86494076,0.59335476,2.9115644,0.24593924,0.25299203,-1.1426075,-0.4545875,-2.0248663,-1.4316041,-2.1394892,-3.5876613,0.14353918,7.4690104,-3.8267078
-22.711107,-2.056061,4.8301477,2.3995426,-11.119718,-2.4506357,-1.630287,5.821291,0.87741846,-3.4367037,-1.5900003,1.3856409,1.1036149,0.047444087,-5.427179,0.119570546,0.26748925,-1.3268182,0.6063609,0.07045662,3.064821,1.6530955,-1.3263402,-1.911651,1.7358607,-0.22294535,-0.8741044,3.5795438,6.691898,-0.79946905,-1.0332202,23.74111,-1.6712157
-19.21697,1.9507191,10.127674,4.300018,-6.655719,9.052506,6.490472,-22.69295,5.010019,-3.6048393,8.969785,-4.1302476,-5.673402,-4.3703194,2.3841183,-3.802592,-0.76227534,2.0145488,1.5675006,2.1524367,0.14356217,4.211052,2.0082855,1.884754,-1.4081451,-0.035108574,-0.77559876,-0.9661772,-1.2189788,-3.4615395,2.128903,6.578613,-3.4069552
-19.277925,-0.76102716,5.934556,1.1308954,-13.198644,4.624517,2.9053655,-13.330185,3.222735,-6.1263537,4.384555,-2.4032094,-3.7779932,-3.0271325,-2.7120006,-2.9649694,-0.44486335,0.1935813,1.0270683,0.98734725,0.8042546,2.858196,-0.11516101,0.04173094,-0.20686498,-0.71846914,-1.8231497,-0.6430755,-0.15889078,-3.5043702,0.46986613,11.671563,-3.1631887
-25.460346,-2.0904906,4.424458,2.4513805,-11.551107,0.0148436595,-1.2793025,-3.2387064,1.3261485,-4.5726743,-0.24448916,-0.5283864,-0.34608608,-0.36424693,-4.6997166,-1.5577264,-0.2737933,-1.4149668,0.9080493,0.89416534,2.2788005,1.9417535,-0.7528087,-0.8901984,0.9239108,-0.49300838,-1.2159145,1.9962347,2.9796412,-1.673422,-1.5358707,21.153582,-3.308679
-20.541225,-1.5574199,9.068921,2.027155,-12.060997,4.8275204,3.3308957,-12.633503,3.9133332,-6.2500634,5.8637156,-1.6148951,-2.7351098,-2.1329315,-2.754971,-3.2642517,-0.29284742,0.9180522,1.6759595,1.5088468,2.4878948,4.4656,0.4984875,0.5917607,0.115030594,-0.8892517,-1.3810061,2.1947124,2.2559755,-3.7988787,-0.15866962,21.060093,-3.109287
-22.0651,-3.6271574,5.5151467,-0.17814596,-19.826569,3.3918333,1.0866084,-15.869857,2.9965546,-11.007004,2.7996576,-1.7225333,-3.579228,-2.545947,-6.222411,-3.1395092,-0.6800829,-0.4571071,1.7903954,0.9323303,2.6660025,4.1627746,-0.7934045,0.22830838,0.32751375,-1.0815071,-2.7334738,1.7718211,2.9998312,-4.106645,-0.9682931,24.38556,-3.673896
-24.06338,-0.8689763,8.364339,-2.3204038,-33.116283,-2.719631,-4.6320977,0.30321035,4.7138977,-12.618566,1.9347506,0.9607151,0.537641,-1.9103979,-17.621231,-3.0178778,-0.11613237,-4.98368,2.6782334,-1.1728258,9.568023,8.316127,-3.2045658,-3.9946485,4.6416397,-2.0140305,-4.2818346,12.107293,20.53902,-6.8596015,-2.7516856,58.576176,-2.4178112
-19.759977,0.7616532,6.4313726,1.4339594,-4.132768,-1.945777,0.2549776,-0.17375311,-0.026999475,-2.1405084,-0.729348,0.8629486,0.36437413,0.16709678,-1.417742,-0.5709649,0.30258033,-0.4935459,-0.5213955,0.2836499,-0.3484446,1.5408267,-0.64419943,-0.28159425,-0.28857875,-0.28692508,-0.790672,-0.4354485,-2.091109,0.05408391,0.51356155,8.008017,-1.8735653
-23.401815,-0.16477545,4.0953193,-0.023719195,-10.698119,-0.21051233,0.22951381,-3.6814837,0.70025593,-3.487137,-0.19545345,-0.63968265,-1.552627,-0.6353767,-2.784589,-1.5596883,-0.034842156,-0.5867575,0.30688053,0.12318163,0.65122896,1.0423244,-0.6526328,-0.4767889,0.3484741,-0.23993097,-1.8881826,0.83610106,1.1357317,-0.9204495,-0.032031573,11.85366,-2.5165539
-18.715784,-1.3367641,4.247485,1.7887143,-6.1146855,0.54582876,0.23601158,-4.604018,1.1905078,-3.917999,1.3022853,-1.1358026,-1.1039546,-1.1568213,-2.5253153,-1.6289748,-0.10993602,-0.17800108,0.5854108,0.60004056,0.8986442,1.6014476,-0.44844615,-0.45752734,-0.03920344,-0.24224074,-0.9906779,0.8949489,0.99717087,-0.9460249,-0.28046998,13.882588,-2.039641
-18.970793,-0.92530423,7.602408,0.3224526,-5.0568323,0.9440856,0.52024984,-3.2281365,0.772456,-1.6206868,0.14919113,-0.7592477,-1.5157475,-0.24739909,-1.377281,-0.94822925,-0.0538935,-0.34281787,0.09171301,0.85942966,0.19088736,0.80679846,-0.115636684,-0.24229436,0.3102834,-0.049980704,-0.51763016,-0.29239997,0.89431,-0.7844779,0.041011922,8.107745,-1.8781333
-19.413048,0.66036797,11.648345,3.3362944,4.7586617,8.0896635,7.5464354,-16.324429,2.9306815,2.1749532,6.5856147,-2.4772925,-3.62573,-1.1215485,4.981363,-2.1178887,-0.14898849,3.1201148,0.5344325,2.431729,-1.5096375,1.6728473,2.318605,2.484185,-1.4998397,0.817208,0.64589655,-3.2739072,-5.595791,-0.9965367,2.198244,-2.137737,-2.6354825
-24.421371,-0.5570838,5.5447407,1.0681541,-16.969025,1.898582,1.6092794,-9.093148,3.1233659,-8.431442,3.640073,-1.0425632,-2.8253305,-2.489303,-5.8734183,-2.5324886,-0.26740977,-0.4481835,1.6186733,0.8150192,2.548618,4.7054405,-0.98996276,-0.4568132,0.4485959,-1.0480542,-1.8484515,2.896962,4.2576,-4.020346,-0.069036484,25.346277,-3.0311508
-16.383245,1.3357005,8.937394,3.2816553,-3.864692,1.7631851,1.5403763,-3.0100455,1.4819653,-1.2543374,2.2586298,-0.31965792,-0.06630041,-0.5689227,0.8713799,0.07283577,0.17854418,0.5579862,0.4345565,1.280235,0.6006887,1.9957987,0.4274422,0.36987457,-0.05203973,-0.07685003,0.24005444,0.114296086,-0.35145888,0.36243257,0.7078789,7.994091,-1.6547959
-21.795923,-1.5299588,6.6110473,1.4133993,-8.207188,1.3034179,0.51496345,-7.9271765,1.2412902,-4.385814,0.77115643,-1.2659075,-1.6405665,-0.64123183,-2.7610817,-2.0156372,-0.37221044,0.093933724,0.70448726,1.0704308,0.72720504,1.5713778,-0.20426235,-0.17760614,-0.06351409,-0.38239655,-1.0415889,0.4865669,-0.20756638,-2.266268,-0.49486294,15.346846,-3.2617366
-20.577791,-2.5807717,8.861762,2.5769384,-7.9235654,1.2701824,1.3812791,-6.8920803,2.0103633,-4.2832093,1.8309445,-0.40996012,-1.3065004,-0.7823807,-2.5104809,-2.015332,-0.41204402,0.07173743,0.88263214,1.0077314,0.7086405,2.9187346,-0.043472093,0.16193143,-0.007573155,-0.2680782,-0.90077555,0.87325084,1.123624,-1.8755797,-0.20521626,15.063491,-2.3317633
